FN,EAR_L,EAR_R,EAR,EAR_Diff,NewEAR
1,0.17471342498759418,0.15658258163480854,0.16564800331120136,0.01813084335278564,0.16564800331120136
2,0.17485523855337853,0.15196773280481465,0.16341148567909658,0.02288750574856388,0.16341148567909658
3,0.17691648156918324,0.16053600867807324,0.16872624512362824,0.01638047289111,0.16872624512362824
4,0.17051473381976923,0.15512246314441328,0.16281859848209124,0.015392270675355951,0.16281859848209124
5,0.1747482317692572,0.16202735423927675,0.16838779300426698,0.01272087752998044,0.16838779300426698
6,0.16707747495915662,0.16373055435895675,0.1654040146590567,0.0033469206001998653,0.1654040146590567
7,0.1719638323085609,0.16120152011153435,0.16658267621004763,0.010762312197026558,0.16658267621004763
8,0.1664970839229411,0.15918295578833797,0.16284001985563953,0.007314128134603137,0.16284001985563953
9,0.17211888756881719,0.15798345803201633,0.16505117280041676,0.014135429536800859,0.16505117280041676
10,0.1730877452733277,0.15793522372771365,0.16551148450052067,0.015152521545614056,0.16551148450052067
11,0.18320714495533016,0.15822276323163414,0.17071495409348214,0.02498438172369602,0.17071495409348214
12,0.18180939693370596,0.16155207032773986,0.1716807336307229,0.020257326605966103,0.1716807336307229
13,0.18452376860231007,0.16152323520253561,0.17302350190242283,0.023000533399774453,0.17302350190242283
14,0.18246698564885191,0.15867885015508726,0.1705729179019696,0.023788135493764656,0.1705729179019696
15,0.17550293087630947,0.16418136604174266,0.16984214845902607,0.01132156483456681,0.16984214845902607
16,0.1708533253858828,0.16456732155862724,0.167710323472255,0.006286003827255554,0.167710323472255
17,0.18085780399984694,0.1682722520544127,0.1745650280271298,0.012585551945434231,0.1745650280271298
18,0.1703965404639694,0.16355662206068766,0.16697658126232853,0.006839918403281742,0.16697658126232853
19,0.16552661949885836,0.14994350166750497,0.15773506058318165,0.015583117831353382,0.15773506058318165
20,0.15375394527420286,0.14755479272343172,0.1506543689988173,0.0061991525507711365,0.1506543689988173
21,0.14620375697120536,0.1559882701349596,0.1510960135530825,0.009784513163754255,0.1510960135530825
22,0.15309555244661033,0.15832918909312577,0.15571237076986805,0.005233636646515438,0.15571237076986805
23,0.15290320579528935,0.15458095559277527,0.1537420806940323,0.0016777497974859168,0.1537420806940323
24,0.15290836404622707,0.1549620956335472,0.15393522983988714,0.00205373158732014,0.15393522983988714
25,0.15257581864336983,0.15737371342891993,0.15497476603614488,0.004797894785550094,0.15497476603614488
26,0.15340108046459566,0.15950004190077505,0.15645056118268535,0.006098961436179384,0.15645056118268535
27,0.1591527603288096,0.16460508552550676,0.16187892292715816,0.005452325196697166,0.16187892292715816
28,0.15935660712489824,0.15827178398938394,0.1588141955571411,0.0010848231355143068,0.1588141955571411
29,0.1578928551751385,0.15688686917965503,0.15738986217739676,0.0010059859954834882,0.15738986217739676
30,0.16373970642143182,0.16050268656414307,0.16212119649278744,0.0032370198572887476,0.16212119649278744
31,0.15601109072647573,0.15334471158666033,0.15467790115656804,0.0026663791398154058,0.15467790115656804
32,0.15454807269371376,0.16151506406297725,0.1580315683783455,0.006966991369263487,0.1580315683783455
33,0.1577484699222032,0.15601653027675916,0.15688250009948118,0.0017319396454440472,0.15688250009948118
34,0.1585400641156417,0.15812371856961288,0.1583318913426273,0.0004163455460288179,0.1583318913426273
35,0.16744222439899603,0.15579742308355585,0.16161982374127593,0.011644801315440184,0.16161982374127593
36,0.16300102824298152,0.15350709424890294,0.1582540612459422,0.00949393399407858,0.1582540612459422
37,0.16118905325860636,0.1548572986099853,0.15802317593429582,0.0063317546486210685,0.15802317593429582
38,0.1613722639754733,0.15440230142187145,0.15788728269867236,0.006969962553601855,0.15788728269867236
39,0.16091766172198427,0.15410900708808,0.15751333440503212,0.00680865463390426,0.15751333440503212
40,0.16083453336691864,0.16045592515764093,0.16064522926227978,0.0003786082092777088,0.16064522926227978
41,0.16194168771348905,0.15232039176303536,0.1571310397382622,0.00962129595045369,0.1571310397382622
42,0.16026672443972512,0.15593150009124096,0.15809911226548304,0.004335224348484157,0.15809911226548304
43,0.160254350544495,0.15201628889933305,0.15613531972191402,0.008238061645161943,0.15613531972191402
44,0.15999730247179658,0.14801108459010817,0.15400419353095238,0.01198621788168841,0.15400419353095238
45,0.15845329300895605,0.1495093675199666,0.1539813302644613,0.008943925488989451,0.1539813302644613
46,0.16470845033931159,0.1456201954233121,0.15516432288131182,0.019088254915999497,0.15516432288131182
47,0.1625213141139011,0.14987468667282922,0.15619800039336518,0.012646627441071895,0.15619800039336518
48,0.16168071615007792,0.1489819988955528,0.15533135752281535,0.012698717254525121,0.15533135752281535
49,0.15411876500987867,0.14933767702417836,0.15172822101702851,0.004781087985700316,0.15172822101702851
50,0.15699381641860216,0.15185407379904045,0.1544239451088213,0.00513974261956171,0.1544239451088213
51,0.1482503260160918,0.15183065297055057,0.1500404894933212,0.003580326954458757,0.1500404894933212
52,0.151997713987964,0.15220609042908093,0.15210190220852246,0.00020837644111693088,0.15210190220852246
53,0.15474683429805194,0.1528897971783131,0.15381831573818253,0.0018570371197388358,0.15381831573818253
54,0.15933435879282148,0.1516715071159471,0.15550293295438428,0.007662851676874388,0.15550293295438428
55,0.15934667058622803,0.15283531874934664,0.15609099466778734,0.006511351836881396,0.15609099466778734
56,0.16477395345594797,0.15047362059529376,0.15762378702562085,0.014300332860654213,0.15762378702562085
57,0.16624956320811435,0.14666684436106453,0.15645820378458944,0.019582718847049818,0.15645820378458944
58,0.16686265287933258,0.15209815509881142,0.15948040398907198,0.014764497780521163,0.15948040398907198
59,0.16253540108815445,0.15247466513256075,0.1575050331103576,0.010060735955593703,0.1575050331103576
60,0.16383302132555827,0.15234555962178215,0.1580892904736702,0.011487461703776125,0.1580892904736702
61,0.15694351637874918,0.15472080480815373,0.15583216059345145,0.002222711570595448,0.15583216059345145
62,0.16376132530388962,0.15049357788954365,0.15712745159671665,0.01326774741434597,0.15712745159671665
63,0.16658515709114452,0.14921614825912857,0.15790065267513653,0.017369008832015947,0.15790065267513653
64,0.17419479157508427,0.14448830894960715,0.1593415502623457,0.02970648262547712,0.1593415502623457
65,0.16567174529813736,0.1503889320997252,0.1580303386989313,0.015282813198412154,0.1580303386989313
66,0.17055847885511988,0.15584352015417494,0.1632009995046474,0.014714958700944941,0.1632009995046474
67,0.16804595939622308,0.15642479614330612,0.1622353777697646,0.011621163252916955,0.1622353777697646
68,0.1646089327169701,0.15452138594091647,0.15956515932894327,0.01008754677605364,0.15956515932894327
69,0.16875987158397926,0.15172878301447962,0.16024432729922944,0.01703108856949964,0.16024432729922944
70,0.16917366233833458,0.14640107005525704,0.15778736619679581,0.022772592283077542,0.15778736619679581
71,0.16558907315446414,0.1444203115237402,0.1550046923391022,0.021168761630723926,0.1550046923391022
72,0.16754560489926887,0.1475297029679272,0.15753765393359803,0.020015901931341673,0.15753765393359803
73,0.16674260701793514,0.14732392702092942,0.15703326701943227,0.019418679997005722,0.15703326701943227
74,0.16805833606756485,0.1527155499012151,0.16038694298439,0.015342786166349737,0.16038694298439
75,0.17029162538511236,0.15544822497228813,0.16286992517870025,0.014843400412824226,0.16286992517870025
76,0.1700149249407936,0.1543002934779372,0.1621576092093654,0.0157146314628564,0.1621576092093654
77,0.16953341668288743,0.14918162680153918,0.1593575217422133,0.020351789881348253,0.1593575217422133
78,0.17098361277948576,0.15256745121271864,0.1617755319961022,0.01841616156676712,0.1617755319961022
79,0.17103682465729775,0.1526744224911288,0.1618556235742133,0.01836240216616894,0.1618556235742133
80,0.17347358889064707,0.15164468159972969,0.1625591352451884,0.021828907290917382,0.1625591352451884
81,0.17181904036141327,0.15530404778416923,0.16356154407279125,0.016514992577244036,0.16356154407279125
82,0.17427822967835396,0.1513827085244853,0.16283046910141963,0.02289552115386867,0.16283046910141963
83,0.17397803687348756,0.14534409197957635,0.15966106442653194,0.028633944893911217,0.15966106442653194
84,0.17385946657864357,0.15377995344804143,0.1638197100133425,0.020079513130602133,0.1638197100133425
85,0.17580039879550213,0.1512148946502235,0.16350764672286283,0.02458550414527863,0.16350764672286283
86,0.17092746077143586,0.15248032233247694,0.1617038915519564,0.018447138438958927,0.1617038915519564
87,0.17046801115335847,0.155417060421243,0.16294253578730072,0.015050950732115459,0.16294253578730072
88,0.16753243689762315,0.15354181339848025,0.16053712514805168,0.013990623499142901,0.16053712514805168
89,0.17060121721911123,0.15013810608706155,0.1603696616530864,0.020463111132049683,0.1603696616530864
90,0.16637169008667627,0.1470642375842272,0.15671796383545172,0.019307452502449057,0.15671796383545172
91,0.1701870372156566,0.14865084396754397,0.15941894059160028,0.021536193248112623,0.15941894059160028
92,0.16878468424989418,0.15582750942797846,0.16230609683893632,0.012957174821915718,0.16230609683893632
