FN,EAR_L,EAR_R,EAR,EAR_Diff,NewEAR
1,0.29933049198085887,0.29674447420798206,0.29803748309442046,0.002586017772876814,0.29803748309442046
2,0.2985997624046688,0.3245269527504501,0.3115633575775595,0.025927190345781337,0.3115633575775595
3,0.2988200779741425,0.33231548213680484,0.3155677800554737,0.033495404162662334,0.3155677800554737
4,0.2879240225687901,0.31835398025544254,0.3031390014121163,0.030429957686652465,0.3031390014121163
5,0.29929445129829385,0.3134197927124537,0.3063571220053738,0.014125341414159831,0.3063571220053738
6,0.2784318063750331,0.26108522840624226,0.2697585173906377,0.017346577968790855,0.2697585173906377
7,0.2934917900991777,0.3062310395760872,0.29986141483763246,0.01273924947690952,0.29986141483763246
8,0.29157394417606325,0.3075547594955908,0.299564351835827,0.015980815319527553,0.299564351835827
9,0.28819534752004333,0.27657337088707257,0.282384359203558,0.011621976632970765,0.282384359203558
10,0.3190543453186037,0.3138685816738842,0.31646146349624393,0.00518576364471951,0.31646146349624393
11,0.32559476307418433,0.30020566769407536,0.3129002153841298,0.025389095380108972,0.3129002153841298
12,0.3053439124161476,0.25571521175380374,0.2805295620849757,0.04962870066234387,0.2805295620849757
13,0.3113643906178263,0.28712442463359555,0.2992444076257109,0.024239965984230727,0.2992444076257109
14,0.30652084024001003,0.2782382679347408,0.2923795540873754,0.028282572305269205,0.2923795540873754
15,0.30589910904694223,0.2997977895576953,0.3028484493023188,0.006101319489246915,0.3028484493023188
16,0.28826356375657874,0.3047439675928956,0.2965037656747372,0.01648040383631688,0.2965037656747372
17,0.28998385823817013,0.3485689711913503,0.3192764147147602,0.05858511295318014,0.3192764147147602
18,0.26649217611440923,0.2936265741921658,0.2800593751532875,0.027134398077756583,0.2800593751532875
19,0.29627569115565683,0.32621428174355693,0.31124498644960685,0.029938590587900105,0.31124498644960685
20,0.2833039833131302,0.25467928927338546,0.26899163629325784,0.02862469403974477,0.26899163629325784
21,0.27245592109027605,0.24613163229246426,0.25929377669137016,0.02632428879781179,0.25929377669137016
22,0.2756748267434257,0.2832424082502947,0.2794586174968602,0.007567581506868981,0.2794586174968602
23,0.3076170382351496,0.2599749690755558,0.2837960036553527,0.04764206915959379,0.2837960036553527
24,0.29905776129127515,0.26985942755052933,0.28445859442090227,0.02919833374074582,0.28445859442090227
25,0.28752806750861876,0.2865722240458731,0.28705014577724597,0.0009558434627456314,0.28705014577724597
26,0.2922880665678994,0.33432178380115246,0.3133049251845259,0.042033717233253054,0.3133049251845259
27,0.2971401774161313,0.30463618324251146,0.3008881803293214,0.007496005826380159,0.3008881803293214
28,0.2835596022574475,0.3233840830060243,0.3034718426317359,0.03982448074857681,0.3034718426317359
29,0.30396967366954386,0.33267856177082017,0.318324117720182,0.02870888810127631,0.318324117720182
30,0.29171256618047076,0.3147937657566068,0.3032531659685388,0.023081199576136024,0.3032531659685388
31,0.29691938918429006,0.3334535207848112,0.31518645498455067,0.03653413160052116,0.31518645498455067
32,0.3056925624096392,0.278321066326455,0.2920068143680471,0.027371496083184232,0.2920068143680471
33,0.3048045250197371,0.276420145398524,0.29061233520913055,0.028384379621213096,0.29061233520913055
34,0.31008333075393973,0.2571693650618659,0.2836263479079028,0.05291396569207385,0.2836263479079028
35,0.2900072737906768,0.3100318773775711,0.30001957558412395,0.020024603586894285,0.30001957558412395
