FN,EAR_L,EAR_R,EAR,EAR_Diff,NewEAR
1,0.24012003688463712,0.28848172401294736,0.26430088044879224,0.04836168712831024,0.26430088044879224
2,0.2169481921051843,0.30106752290973493,0.2590078575074596,0.08411933080455064,0.2590078575074596
3,0.23230720496519144,0.33343958123439377,0.2828733930997926,0.10113237626920232,0.2828733930997926
4,0.23298861681465846,0.2966035069126821,0.2647960618636703,0.06361489009802365,0.2647960618636703
5,0.24889827623480884,0.30547407673971444,0.2771861764872616,0.0565758005049056,0.2771861764872616
6,0.1766852572806184,0.31673961297099273,0.24671243512580557,0.14005435569037433,0.24671243512580557
7,0.2051768322596245,0.28825963187064907,0.24671823206513677,0.08308279961102458,0.24671823206513677
8,0.18724546371500309,0.2830418697275851,0.2351436667212941,0.09579640601258202,0.2351436667212941
9,0.19311445688227785,0.2934146322719738,0.24326454457712582,0.10030017538969593,0.24326454457712582
10,0.18446549459136552,0.2973420594121129,0.2409037770017392,0.11287656482074737,0.2409037770017392
11,0.19806901069224275,0.30802902258151443,0.2530490166368786,0.10996001188927168,0.2530490166368786
12,0.19504152302733574,0.28132807035170504,0.2381847966895204,0.0862865473243693,0.2381847966895204
13,0.20379385966195612,0.30205886627029965,0.2529263629661279,0.09826500660834353,0.2529263629661279
14,0.18104926699401236,0.3320387232715998,0.25654399513280607,0.15098945627758742,0.25654399513280607
15,0.21804939340109902,0.2941331671835915,0.2560912802923453,0.07608377378249248,0.2560912802923453
16,0.20047115636996818,0.3008267469608174,0.2506489516653928,0.10035559059084923,0.2506489516653928
17,0.1873636833343564,0.30116643709786617,0.24426506021611127,0.11380275376350976,0.24426506021611127
18,0.2243980224028428,0.3150864250996732,0.269742223751258,0.09068840269683043,0.269742223751258
19,0.2187190028282095,0.30554220584437003,0.26213060433628976,0.08682320301616053,0.26213060433628976
20,0.20398149815823713,0.3006951831508708,0.25233834065455396,0.09671368499263366,0.25233834065455396
21,0.21901453132701398,0.3156253768508565,0.2673199540889353,0.09661084552384253,0.2673199540889353
22,0.23314438587040093,0.3223463530339488,0.2777453694521749,0.08920196716354789,0.2777453694521749
23,0.23399002749805714,0.3020079368507741,0.26799898217441565,0.06801790935271695,0.26799898217441565
24,0.22513976118134396,0.3268843181671436,0.27601203967424376,0.10174455698579962,0.27601203967424376
25,0.20933378486666007,0.2990739533660073,0.2542038691163337,0.08974016849934721,0.2542038691163337
26,0.20329366241925867,0.3407712930444436,0.27203247773185113,0.13747763062518492,0.27203247773185113
27,0.22992110335257607,0.32343568156347746,0.2766783924580268,0.0935145782109014,0.2766783924580268
28,0.23673606813981204,0.2997679238567109,0.2682519959982615,0.06303185571689887,0.2682519959982615
29,0.2317804455418028,0.2901651188311904,0.2609727821864966,0.058384673289387595,0.2609727821864966
30,0.21144501646953362,0.3138490143934346,0.2626470154314841,0.10240399792390098,0.2626470154314841
31,0.22808074008547186,0.30924217646732505,0.2686614582763984,0.08116143638185319,0.2686614582763984
32,0.2218138466529909,0.31628132250545404,0.26904758457922245,0.09446747585246315,0.26904758457922245
33,0.24238633973938065,0.28732690656593635,0.2648566231526585,0.0449405668265557,0.2648566231526585
34,0.2231514687482208,0.25316223439274743,0.2381568515704841,0.03001076564452662,0.2381568515704841
35,0.22486734606074432,0.2953375445860969,0.26010244532342064,0.07047019852535258,0.26010244532342064
36,0.2195556332010498,0.3205050843875453,0.27003035879429754,0.10094945118649554,0.27003035879429754
37,0.2107789830128796,0.27713607236284504,0.24395752768786233,0.06635708934996545,0.24395752768786233
38,0.23541675856223432,0.32044707906556746,0.2779319188139009,0.08503032050333315,0.2779319188139009
39,0.2353328405932375,0.3042849033039513,0.2698088719485944,0.0689520627107138,0.2698088719485944
40,0.22152149790554862,0.31956279528806614,0.27054214659680736,0.09804129738251752,0.27054214659680736
41,0.19009053510230062,0.30697368724438406,0.24853211117334234,0.11688315214208345,0.24853211117334234
42,0.23028727598579754,0.3151022162028489,0.2726947460943232,0.08481494021705135,0.2726947460943232
43,0.1607962446920118,0.29088327075542036,0.2258397577237161,0.13008702606340855,0.2258397577237161
44,0.18602767499695877,0.30885739330577155,0.24744253415136516,0.12282971830881279,0.24744253415136516
45,0.1599327926021023,0.2808806263545861,0.2204067094783442,0.1209478337524838,0.2204067094783442
46,0.20952470739581,0.2748538069205156,0.2421892571581628,0.06532909952470559,0.2421892571581628
47,0.18529863849013786,0.2827206184581741,0.23400962847415596,0.09742197996803623,0.23400962847415596
48,0.1892671623045294,0.28404106360682135,0.23665411295567537,0.09477390130229196,0.23665411295567537
49,0.15561974424995442,0.3159449278838424,0.2357823360668984,0.16032518363388795,0.2357823360668984
50,0.15038464015494815,0.3209826318866459,0.235683636020797,0.17059799173169773,0.235683636020797
51,0.14451872119072923,0.28753912616342264,0.21602892367707593,0.14302040497269342,0.21602892367707593
52,0.1491863127383718,0.28782555268664284,0.21850593271250732,0.13863923994827104,0.21850593271250732
53,0.19171943938990824,0.3286844310799057,0.260201935234907,0.13696499168999746,0.260201935234907
54,0.19329984930193966,0.2704510329965117,0.23187544114922568,0.07715118369457202,0.23187544114922568
55,0.14501397681163214,0.36030157669217705,0.2526577767519046,0.2152875998805449,0.2526577767519046
56,0.1494524584199505,0.34002050454158467,0.2447364814807676,0.19056804612163417,0.2447364814807676
57,0.16609050627903768,0.3082626863195205,0.23717659629927906,0.1421721800404828,0.23717659629927906
58,0.19552599779054852,0.35234423336142456,0.27393511557598654,0.15681823557087604,0.27393511557598654
59,0.19759614139241993,0.29797212679386553,0.24778413409314273,0.1003759854014456,0.24778413409314273
60,0.13964933399401136,0.3274772331389293,0.23356328356647033,0.18782789914491793,0.23356328356647033
61,0.13578278275624547,0.3303403669031523,0.23306157482969891,0.19455758414690685,0.23306157482969891
62,0.1485547359902451,0.3107592125614572,0.22965697427585116,0.16220447657121212,0.22965697427585116
63,0.13885459286302967,0.3235027663377119,0.2311786796003708,0.18464817347468224,0.2311786796003708
64,0.1898682763139249,0.2886778539393962,0.23927306512666055,0.09880957762547132,0.23927306512666055
65,0.1926776200511823,0.3186699922511792,0.25567380615118074,0.1259923721999969,0.25567380615118074
66,0.19909610844191672,0.3920438881669541,0.2955699983044354,0.1929477797250374,0.2955699983044354
67,0.17547138315267582,0.3672509586338164,0.27136117089324613,0.19177957548114058,0.27136117089324613
68,0.15255760269782703,0.38212175602505605,0.26733967936144154,0.22956415332722901,0.26733967936144154
69,0.18046807127181963,0.33789844985504874,0.2591832605634342,0.1574303785832291,0.2591832605634342
70,0.2143955785195955,0.3848723260970218,0.2996339523083087,0.1704767475774263,0.2996339523083087
71,0.23383766995703287,0.33741140782843315,0.285624538892733,0.10357373787140028,0.285624538892733
72,0.21978741481655104,0.3307741213771458,0.2752807680968484,0.11098670656059476,0.2752807680968484
73,0.15821275730043363,0.3605290216823034,0.2593708894913685,0.20231626438186975,0.2593708894913685
74,0.1935110786440439,0.3262223107868611,0.2598666947154525,0.1327112321428172,0.2598666947154525
75,0.14856752102548648,0.38109936140546724,0.26483344121547686,0.23253184037998076,0.26483344121547686
76,0.20142410169040204,0.39767635887466496,0.29955023028253347,0.19625225718426292,0.29955023028253347
77,0.22746021835794838,0.38548847990732327,0.3064743491326358,0.15802826154937488,0.3064743491326358
78,0.18306709955518055,0.3824530528119302,0.28276007618355536,0.19938595325674965,0.28276007618355536
79,0.22664524704724853,0.37720317775632456,0.3019242124017866,0.15055793070907603,0.3019242124017866
80,0.21498105458367972,0.3654811847269321,0.2902311196553059,0.15050013014325236,0.2902311196553059
81,0.26791272675245753,0.3872011098213019,0.3275569182868797,0.11928838306884437,0.3275569182868797
82,0.23100351859980606,0.38771118590754344,0.3093573522536748,0.15670766730773739,0.3093573522536748
83,0.24113239286605076,0.3562592839558913,0.298695838410971,0.11512689108984053,0.298695838410971
84,0.29620272306519946,0.40638408018797956,0.3512934016265895,0.1101813571227801,0.3512934016265895
85,0.2842889896964911,0.3810841983450236,0.33268659402075734,0.09679520864853253,0.33268659402075734
86,0.2881138930215537,0.4182366571275016,0.3531752750745276,0.13012276410594786,0.3531752750745276
87,0.27429657416017544,0.4096189330086041,0.34195775358438973,0.13532235884842864,0.34195775358438973
88,0.3023100029971995,0.40847066247541014,0.3553903327363048,0.10616065947821063,0.3553903327363048
89,0.30111783651873686,0.43718630905020317,0.36915207278447004,0.1360684725314663,0.36915207278447004
90,0.2732286516228785,0.4493935859292626,0.3613111187760706,0.17616493430638408,0.3613111187760706
91,0.1442142062132602,0.4118569406634478,0.278035573438354,0.2676427344501876,0.278035573438354
92,0.061775817553880986,0.34150531565098147,0.20164056660243124,0.27972949809710046,0.20164056660243124
93,0.06465252789448435,0.13658197142367068,0.1006172496590775,0.07192944352918633,0.1006172496590775
94,0.03377677594862517,0.14524950499130165,0.08951314046996342,0.11147272904267648,0.08951314046996342
95,0.08946375567681605,0.2230754619157986,0.15626960879630733,0.13361170623898255,0.15626960879630733
96,0.10672288667731294,0.3749904293624104,0.24085665801986167,0.26826754268509745,0.24085665801986167
97,0.170647028487803,0.422088452479775,0.296367740483789,0.251441423991972,0.296367740483789
98,0.26044542998025305,0.3813877741733587,0.32091660207680583,0.12094234419310562,0.32091660207680583
99,0.23383800666669463,0.4578873019458902,0.3458626543062924,0.2240492952791956,0.3458626543062924
100,0.28136879166567874,0.4271509497964124,0.3542598707310456,0.14578215813073364,0.3542598707310456
101,0.24594640698411402,0.4256720612507093,0.33580923411741165,0.17972565426659526,0.33580923411741165
102,0.27595741176522587,0.4504944574380839,0.36322593460165487,0.17453704567285805,0.36322593460165487
103,0.23188433329252642,0.46641632368595864,0.34915032848924255,0.23453199039343223,0.34915032848924255
104,0.263453429879522,0.4736406483620842,0.3685470391208031,0.21018721848256217,0.3685470391208031
105,0.2818471961833647,0.47396117680402144,0.37790418649369306,0.19211398062065677,0.37790418649369306
106,0.2790948871588142,0.4832992577711097,0.38119707246496193,0.20420437061229552,0.38119707246496193
107,0.29996992580038395,0.44174813928075224,0.37085903254056807,0.1417782134803683,0.37085903254056807
108,0.2875391248402673,0.4058868526164112,0.3467129887283392,0.11834772777614394,0.3467129887283392
109,0.28563589027152164,0.4329185245530843,0.35927720741230296,0.14728263428156269,0.35927720741230296
110,0.2777224549604229,0.4468179560121732,0.36227020548629807,0.1690955010517503,0.36227020548629807
111,0.28821361289208686,0.4253832774004181,0.3567984451462525,0.13716966450833123,0.3567984451462525
112,0.2890696062931381,0.4176967526575818,0.35338317947535997,0.12862714636444372,0.35338317947535997
113,0.3255428762235113,0.40850282368678925,0.3670228499551503,0.08295994746327795,0.3670228499551503
114,0.3307628841075718,0.4199172218629664,0.3753400529852691,0.08915433775539461,0.3753400529852691
115,0.3000234867305749,0.4548356429873989,0.37742956485898693,0.15481215625682404,0.37742956485898693
116,0.3253872604967526,0.4527108260080287,0.38904904325239065,0.1273235655112761,0.38904904325239065
117,0.29113731838571655,0.472447137467882,0.38179222792679923,0.18130981908216542,0.38179222792679923
118,0.2689581315039571,0.4613532767614477,0.3651557041327024,0.19239514525749063,0.3651557041327024
119,0.3357197210059458,0.4255263329702865,0.3806230269881162,0.0898066119643407,0.3806230269881162
120,0.30032749242433876,0.41226726982323586,0.3562973811237873,0.1119397773988971,0.3562973811237873
121,0.24446186710946172,0.3279414925305502,0.286201679820006,0.0834796254210885,0.286201679820006
