FN,EAR_L,EAR_R,EAR,EAR_Diff,NewEAR
1,0.34245189700270356,0.2519207166681287,0.29718630683541614,0.09053118033457486,0.29718630683541614
2,0.32612790924650636,0.29671140778522687,0.3114196585158666,0.0294165014612795,0.3114196585158666
3,0.3285079069642402,0.2752444712989653,0.30187618913160275,0.053263435665274916,0.30187618913160275
4,0.3297362142867962,0.2815126933932093,0.30562445384000275,0.048223520893586946,0.30562445384000275
5,0.3285470305616024,0.30624089125683623,0.31739396090921934,0.02230613930476616,0.31739396090921934
6,0.34257830517510657,0.2622918017711454,0.302435053473126,0.08028650340396115,0.302435053473126
7,0.3390964470944774,0.24003855575370286,0.28956750142409016,0.09905789134077453,0.28956750142409016
8,0.38846170422458653,0.2254154387433188,0.30693857148395265,0.16304626548126774,0.30693857148395265
9,0.3595138285202426,0.2728808935100323,0.31619736101513746,0.0866329350102103,0.31619736101513746
10,0.3675571396340034,0.29568679728108993,0.33162196845754666,0.07187034235291345,0.33162196845754666
11,0.3863535673010882,0.2865127494025003,0.33643315835179427,0.0998408178985879,0.33643315835179427
12,0.3393046644537416,0.263361197299347,0.3013329308765443,0.0759434671543946,0.3013329308765443
13,0.3654160064142902,0.2652136764050417,0.3153148414096659,0.1002023300092485,0.3153148414096659
14,0.33790695971334406,0.2692879053409543,0.3035974325271492,0.06861905437238974,0.3035974325271492
15,0.3537690003405073,0.2824556950411923,0.3181123476908498,0.07131330529931501,0.3181123476908498
16,0.3475553472810221,0.2781197029116738,0.312837525096348,0.06943564436934829,0.312837525096348
17,0.37152018890003913,0.30553933190311144,0.3385297604015753,0.06598085699692768,0.3385297604015753
18,0.28357676991986236,0.2790295113056663,0.2813031406127643,0.004547258614196081,0.2813031406127643
19,0.32853076369121037,0.30558520302747827,0.3170579833593443,0.0229455606637321,0.3170579833593443
20,0.3619873715473342,0.29998001802375523,0.3309836947855447,0.062007353523578945,0.3309836947855447
21,0.3791399209732544,0.33666088184358217,0.3579004014084183,0.042479039129672214,0.3579004014084183
22,0.3604420592891573,0.30727639094539555,0.3338592251172764,0.05316566834376174,0.3338592251172764
23,0.1316162466087107,0.25758049015685686,0.19459836838278377,0.12596424354814614,0.19459836838278377
24,0.11182176414855993,0.14876312168451047,0.1302924429165352,0.03694135753595054,0.1302924429165352
25,0.2749723295355818,0.24601447737230805,0.26049340345394495,0.028957852163273762,0.26049340345394495
26,0.290137238142125,0.30255876428946366,0.2963480012157943,0.012421526147338657,0.2963480012157943
27,0.3136331553317287,0.2843649239325742,0.29899903963215146,0.02926823139915452,0.29899903963215146
28,0.31519173808646944,0.29401878283509697,0.3046052604607832,0.02117295525137247,0.3046052604607832
29,0.3535223979750438,0.3274629486608361,0.34049267331794,0.026059449314207728,0.34049267331794
30,0.347346004819911,0.32407682530979626,0.33571141506485364,0.023269179510114757,0.33571141506485364
31,0.3744226206803286,0.32598271613297597,0.35020266840665226,0.04843990454735264,0.35020266840665226
32,0.3850088845566858,0.29328774011941683,0.3391483123380513,0.09172114443726898,0.3391483123380513
33,0.3764169091706542,0.30237497275437847,0.33939594096251635,0.07404193641627571,0.33939594096251635
34,0.3927400803506965,0.2880352983915165,0.3403876893711065,0.10470478195918004,0.3403876893711065
35,0.37960092869506723,0.29897782019197816,0.3392893744435227,0.08062310850308907,0.3392893744435227
36,0.3628160085471827,0.30163622287718317,0.33222611571218297,0.06117978566999954,0.33222611571218297
37,0.37484016906164314,0.2627931254456671,0.3188166472536551,0.11204704361597606,0.3188166472536551
38,0.3786356379936285,0.251666809674177,0.3151512238339027,0.1269688283194515,0.3151512238339027
